id,subsystem,brand,model,technology,hs_code,country_of_manufacture,country_designed,confidence_tier,blue_uas_status,source_authority,source_url,source_status,price_usd,price_min,price_max,price_is_range,max_power_w,weight_g,wh_per_kg,capacity_mah,voltage,specs
ELEC-MATEKSYS-H743SLIMV3-2026-05-09,electronics,MatekSys,H743-SLIM V3,FLIGHT_CONTROLLER,853710,CHN,CHN,Tier 3 Inferred,none,vendor_datasheet,https://www.lumenier.com/products/mateksys-h743-slim-v3-flight-controller,ok,55.0,45.0,65.0,True,,12.0,,,,"{""barometer"": ""DPS310"", ""imu"": ""ICM-42688-P"", ""processor"": ""STM32H743"", ""uart_count"": ""7""}"
ELEC-MATEKSYS-H743WINGV3-2026-05-09,electronics,MatekSys,H743-Wing V3,FLIGHT_CONTROLLER,853710,CHN,CHN,Tier 3 Inferred,none,vendor_datasheet,https://www.racedayquads.com/products/matek-h743-wing-v3-flight-controller,ok,62.5,55.0,70.0,True,,25.0,,,,"{""barometer"": ""DPS310"", ""can_count"": ""1"", ""current_sensor_a"": ""220 A"", ""imu"": ""ICM-42688-P + ICM-42605 dual"", ""processor"": ""STM32H743VIT6 480MHz"", ""pwm_outputs"": ""13"", ""servo_bec_a"": ""8 A"", ""uart_count"": ""7""}"
ELEC-MAXBOTIX-MB1242-2026-05-09,electronics,MaxBotix,MB1242,SENSOR_OTHER,903180,USA,USA,Tier 3 Inferred,vendor_claimed,vendor_datasheet,https://maxbotix.com/products/mb1242,ok,33.0,33.0,33.0,False,,4.3,,,,"{""max_range"": ""7.65 m"", ""resolution"": ""1 cm"", ""sensing_technology"": ""Ultrasonic 42 kHz"", ""update_rate"": ""40 Hz""}"
ELEC-MAXTENA-M1227HCTAEMB-2026-05-09,electronics,Maxtena,M1227HCT-A-EMB,ANTENNA,852990,,USA,Tier 3 Inferred,none,vendor_datasheet,https://www.maxtena.com/Products/Antennas-Solutions/GNSS-antennas/Helical-GNSS-Antennas/Dual-bands-GNSS-Antennas/M1227HCT-A-Emb,ok,250.0,150.0,350.0,True,,,,,,"{""active_passive"": ""active"", ""bandwidth"": ""1217-1250; 1565-1610 MHz"", ""connector"": ""embedded (pigtail)"", ""gain"": ""28 dBi (with LNA)"", ""interference_rejection"": ""50 V/m"", ""polarization"": ""RHCP""}"
ELEC-MAXTENA-M1227HCTA2SMA-2026-05-09,electronics,Maxtena,M1227HCT-A2-SMA,ANTENNA,852990,,USA,Tier 3 Inferred,none,vendor_datasheet,https://www.maxtena.com/Products/Antennas-Solutions/GNSS-antennas/Helical-GNSS-Antennas/Dual-bands-GNSS-Antennas/M1227HCT-A2-SMA,ok,300.0,200.0,400.0,True,,24.0,,,,"{""VSWR"": ""<1.5"", ""active_passive"": ""active"", ""bandwidth"": ""1217-1250; 1565-1610 MHz"", ""connector"": ""SMA(M)"", ""gain"": ""28-30 dBi (with LNA)"", ""interference_rejection"": ""50 V/m"", ""polarization"": ""RHCP""}"
ELEC-MAXTENA-M9HCTASMA-2026-05-09,electronics,Maxtena,M9HCT-A-SMA,ANTENNA,852990,,USA,Tier 3 Inferred,none,vendor_datasheet,https://www.unmannedsystemstechnology.com/company/maxtena/,bot_blocked,400.0,300.0,500.0,True,,,,,,"{""active_passive"": ""active"", ""bandwidth"": ""multi-frequency L1/L2/L5 MHz"", ""connector"": ""SMA(M)"", ""gain"": ""30 dBi (with LNA)"", ""polarization"": ""RHCP""}"
ELEC-MEMSIC-MMC5983MA-2026-05-09,electronics,MEMSIC,MMC5983MA,GPS_RECEIVER,903180,CHN,CHN,Tier 3 Inferred,none,vendor_datasheet,https://www.memsic.com/magnetometer-5,ok,2.79,2.79,2.79,False,,,,,,"{""noise"": ""40 nT RMS"", ""odr"": ""1000 Hz"", ""range"": ""800 uT"", ""resolution"": ""6.25 nT"", ""technology"": ""AMR""}"
ELEC-MICROCHIP-ATWILC1000-2026-05-09,electronics,Microchip,ATWILC1000,RADIO_DATALINK,851762,USA,USA,Tier 2 Triangulated,none,vendor_datasheet,https://www.microchip.com,bot_blocked,4.5,3.0,6.0,True,,3.0,,,,"{""frequency_ghz"": ""2.4 GHz"", ""interface"": ""SPI/SDIO"", ""standard"": ""802.11 b/g/n"", ""throughput_mbps"": ""46 Mbps""}"
ELEC-MICROHARD-IPN4G-2026-06-06,electronics,Microhard,IPn4G,RADIO_DATALINK,851762,CAN,,Tier 2 Triangulated,,vendor_catalog_cc_ingest,https://www.microhardcorp.com/IPn4Gii-NA2.php,ok,,,,False,,540,,,,"{""cellular_bands"": ""LTE Cat 4 / Cat 12 / Cat 18 (per SKU); 3G fallback; regional SKUs (NA2/EU/APAC)"", ""dimensions_mm"": ""163 x 100 x 32"", ""encryption_supported"": ""AES; IPsec / OpenVPN / GRE (router function); firewall"", ""form_factor"": ""Enclosed industrial-grade router; DIN-rail mount option"", ""ingress_protection"": ""IP67 (enclosed variants)"", ""interface"": ""Gigabit Ethernet, USB, RS-232, GPIO, dual SIM slot"", ""lifecycle_status"": ""Original IPn4G discontinued; IPn4Gii is current (NA2 / EU / CAT12 SKUs)"", ""operating_temperature_C"": ""-40 to +75"", ""power_consumption_W_typ"": 5, ""range_km"": null, ""range_note"": ""Range limited by cellular tower coverage rather than vendor-spec'd LoS"", ""supply_voltage_V"": ""9-30"", ""throughput_Mbps_max_LTE_DL"": 600, ""throughput_Mbps_max_LTE_UL"": 150, ""throughput_basis"": ""Cat 18 SKU max DL per LTE-Advanced spec; actual lower in field"", ""tx_power_W"": null, ""tx_power_note"": ""LTE Tx power per 3GPP class (typ. 23 dBm = 200 mW); not a free-band radio""}"
ELEC-MICROHARD-NANO2400-2026-06-06,electronics,Microhard,Nano 2400,RADIO_DATALINK,851762,CAN,,Tier 2 Triangulated,,vendor_catalog_cc_ingest,https://www.microhardcorp.com/products.php,ok,,,,False,,6,,,,"{""dimensions_mm"": ""23 x 33 x 4 (module, typ.)"", ""encryption_supported"": ""AES-128"", ""form_factor"": ""Ultra-small module aimed at micro-/nano-UAS"", ""frequency_band_MHz"": ""2400-2483.5 MHz ISM"", ""interface"": ""TTL UART; ultra-compact SMT module"", ""modulation"": ""FSK / GFSK"", ""operating_temperature_C"": ""-40 to +85"", ""product_line_note"": ""Microhard's 'Nano' line spans several model variants (Nano-2400, Nano-S, NanoLink); the canonical 2.4 GHz nano-format is the Nano-2400"", ""range_km"": 5, ""supply_voltage_V"": ""3.3"", ""throughput_Mbps_max"": 0.5, ""topology"": ""P2P / PMP"", ""tx_power_W"": 0.1, ""tx_power_dBm_max"": 20, ""tx_power_note"": ""Low-power (100 mW) variant for micro-UAS where size + weight dominate; higher-power Nano configurations available in some firmware""}"
ELEC-MICROHARD-PDDL2450-2026-06-06,electronics,Microhard,pDDL2450,RADIO_DATALINK,851762,CAN,,Tier 2 Triangulated,framework_listed,vendor_catalog_cc_ingest,https://www.microhardcorp.com/pDDL2450.php,dead,,,,False,,24,,,,"{""channels"": ""Up to 64 RF channels, dynamic frequency selection"", ""dimensions_mm"": ""40 x 40 x 7.5 (module)"", ""encryption_supported"": ""AES-128 / AES-256"", ""form_factor"": ""Embedded module — castellated solder-mount"", ""frequency_band_MHz"": ""2400-2483.5 MHz ISM (2.4 GHz band)"", ""interface"": ""TTL UART, RS-232, Ethernet (10/100 with EX-card), USB; on-board IP stack"", ""modulation"": ""OFDM (DSSS legacy fallback); MIMO 2x2 option"", ""operating_temperature_C"": ""-40 to +85"", ""power_consumption_W_max"": 7, ""range_basis"": ""vendor-quoted LoS with high-gain antennas in p2p mode"", ""range_km"": 60, ""supply_voltage_V"": ""5-58"", ""throughput_Mbps_max"": 21, ""topology"": ""PMP / Mesh / Bridge / Repeater modes"", ""tx_power_W"": 1.0, ""tx_power_dBm_max"": 30}"
ELEC-MICROHARD-PDDL900-2026-06-06,electronics,Microhard,pDDL900,RADIO_DATALINK,851762,CAN,,Tier 2 Triangulated,,vendor_catalog_cc_ingest,https://www.microhardcorp.com/pDDL900.php,ok,,,,False,,24,,,,"{""dimensions_mm"": ""40 x 40 x 7.5 (module)"", ""encryption_supported"": ""AES-128 / AES-256"", ""form_factor"": ""Embedded module"", ""frequency_band_MHz"": ""902-928 MHz ISM (900 MHz band, FHSS)"", ""interface"": ""TTL UART, RS-232, Ethernet, USB"", ""modulation"": ""FHSS (frequency hopping) with selectable hop patterns"", ""operating_temperature_C"": ""-40 to +85"", ""power_consumption_W_max"": 6, ""range_basis"": ""vendor-quoted long-range LoS; 900 MHz penetrates terrain better than 2.4 GHz"", ""range_km"": 80, ""supply_voltage_V"": ""5-58"", ""throughput_Mbps_max"": 1.4, ""topology"": ""PMP / Mesh / Bridge / Repeater"", ""tx_power_W"": 1.0, ""tx_power_dBm_max"": 30}"
ELEC-MICROHARD-PMDDL2450-2026-06-06,electronics,Microhard,pMDDL2450,RADIO_DATALINK,851762,CAN,,Tier 2 Triangulated,framework_listed,vendor_catalog_cc_ingest,https://www.microhardcorp.com/pMDDL2450.php,ok,,,,False,,28,,,,"{""channels"": ""User-configurable across 2.4 GHz ISM"", ""dimensions_mm"": ""40 x 40 x 8 (module)"", ""encryption_supported"": ""AES-128 / AES-256"", ""form_factor"": ""Embedded MIMO module"", ""frequency_band_MHz"": ""2400-2483.5 MHz ISM (2.4 GHz band)"", ""interface"": ""Gigabit Ethernet, USB 2.0, RS-232, GPIO; on-board IP stack"", ""modulation"": ""OFDM / MIMO 2x2 (the 'M' in pMDDL)"", ""operating_temperature_C"": ""-40 to +85"", ""power_consumption_W_max"": 10, ""range_km"": 60, ""supply_voltage_V"": ""5-58"", ""throughput_Mbps_max"": 81, ""throughput_basis"": ""Aggregate full-duplex over the MIMO 2x2 air interface per vendor datasheet"", ""topology"": ""Mesh / PMP / Bridge / Repeater"", ""tx_power_W"": 1.0, ""tx_power_dBm_max"": 30}"
ELEC-MICROHARD-PMDDL900-2026-06-06,electronics,Microhard,pMDDL900,RADIO_DATALINK,851762,CAN,,Tier 2 Triangulated,,vendor_catalog_cc_ingest,https://www.microhardcorp.com/pMDDL900-2.php,ok,,,,False,,28,,,,"{""dimensions_mm"": ""40 x 40 x 8 (module)"", ""encryption_supported"": ""AES-128 / AES-256"", ""frequency_band_MHz"": ""902-928 MHz ISM"", ""interface"": ""Ethernet, USB, RS-232; on-board IP stack"", ""lifecycle_status"": ""Current product (pMDDL900-2 is the active revision)"", ""modulation"": ""FHSS with adaptive channel management; supports mesh routing"", ""operating_temperature_C"": ""-40 to +85"", ""power_consumption_W_max"": 7, ""range_km"": 80, ""supply_voltage_V"": ""5-58"", ""throughput_Mbps_max"": 4, ""topology"": ""Mesh / PMP / Bridge / Repeater"", ""tx_power_W"": 1.0, ""tx_power_dBm_max"": 30}"
ELEC-MICROHARDSYSTEMS-N920X2-2026-05-09,electronics,Microhard Systems,n920X2,RADIO_DATALINK,851762,CAN,CAN,Tier 2 Triangulated,none,vendor_datasheet,https://www.microhardcorp.com/n920X2.php,ok,600.0,400.0,800.0,True,,15.0,,,,"{""data_rate_kbps"": ""115.2 kbps"", ""encryption"": ""AES-128/256"", ""frequency_mhz"": ""902-928 MHz"", ""range_km"": ""100+ km"", ""tx_power_w"": ""1 W""}"
ELEC-MICROHARDSYSTEMS-PMDDL900-2026-05-09,electronics,Microhard Systems,pMDDL900,RADIO_DATALINK,851762,CAN,CAN,Tier 2 Triangulated,none,vendor_datasheet,https://www.microhardcorp.com/pMDDL900.php,ok,2250.0,1500.0,3000.0,True,,40.0,,,,"{""encryption"": ""AES-128/256"", ""frequency_mhz"": ""902-928 MHz"", ""mimo"": ""2x2"", ""range_km"": ""20+ km"", ""throughput_mbps"": ""21 Mbps"", ""tx_power_w"": ""1 W""}"
ELEC-MODALAI-VOXL2-2026-05-09,electronics,ModalAI,VOXL 2,GPS_RECEIVER,901420,USA,USA,Tier 3 Inferred,vendor_claimed,vendor_datasheet,https://www.modalai.com/products/voxl-2,ok,499.0,499.0,499.0,False,,16.0,,,,"{""pose_output_rate"": ""200 Hz"", ""sensor_type"": ""Multi-camera stereo VIO (triple AR0144 fisheye)""}"
ELEC-MODALAI-VOXL2MINI-2026-05-09,electronics,ModalAI,VOXL 2 Mini,COMPANION_COMPUTER,847150,USA,USA,Tier 3 Inferred,vendor_claimed,vendor_datasheet,https://modalai.com/products/voxl-2-mini,ok,1199.99,1199.99,1199.99,False,,11.0,,,,"{""ai_performance_tops"": ""15 TOPS"", ""camera_ports"": ""4 MIPI CSI"", ""integrated_fc"": ""PX4 on DSP"", ""processor"": ""Qualcomm QRB5165"", ""ram"": ""8 GB""}"
HOUS-MOLEX-PICOBLADE15134-2026-05-09,electronics,Molex,PicoBlade 15134,CONNECTOR,854442,JPN,USA,Tier 2 Triangulated,none,vendor_datasheet,nan,none,1.75,0.5,3.0,True,,,,,,"{""connector_type"": ""PicoBlade receptacle-to-receptacle"", ""contact_resistance"": ""20 mohm"", ""pin_count_range"": ""2-14"", ""pitch"": ""1.25 mm"", ""voltage_rating"": ""50 V""}"
HOUS-MOLEX-PICOBLADE53048SERIES-2026-05-09,electronics,Molex,PicoBlade 53048 Series,CONNECTOR,853690,JPN,USA,Tier 2 Triangulated,vendor_claimed,vendor_datasheet,https://www.molex.com/en-us/products/connectors/wire-to-board-connectors/picoblade-connectors,dead,0.5,0.2,0.8,True,,0.4,,,,"{""pin_count_range"": ""2-17 pins"", ""pitch"": ""1.25 mm"", ""positive_lock"": ""yes"", ""rated_current"": ""1.0 A"", ""rated_voltage"": ""125 V AC"", ""wire_gauge_range"": ""26-32 AWG""}"
ELEC-MORNINGSTAR-SUNSAVERMPPTSSMPPT15L-2026-05-09,electronics,Morningstar,SunSaver MPPT SS-MPPT-15L,MPPT,850440,,USA,Tier 3 Inferred,none,vendor_datasheet,https://www.morningstarcorp.com/products/sunsaver-mppt/,ok,200.0,150.0,250.0,True,,,,,,"{""max_charge_current"": ""15 A"", ""max_power_24v"": ""520 W"", ""max_solar_input_voltage"": ""60 V"", ""peak_efficiency"": ""97.5 %"", ""self_consumption"": ""35 mA""}"
ELEC-MRO-CONTROLZEROF7-2026-05-09,electronics,mRo,Control Zero F7,FLIGHT_CONTROLLER,853710,USA,USA,Tier 3 Inferred,none,vendor_datasheet,https://docs.mrobotics.io/discontinued/control-zero-f7,ok,350.0,350.0,350.0,False,,12.5,,,,"{""barometer"": ""DPS310"", ""connector"": ""Molex PicoClasp 30-pin"", ""imu"": ""BMI088 + ICM-20602 + ICM-20948 triple"", ""processor"": ""STM32F777 216MHz"", ""uart_count"": ""6""}"
ELEC-MRO-GPSUBLOXM9N-2026-05-09,electronics,mRo,GPS u-blox M9N,GPS_RECEIVER,852691,USA,USA,Tier 3 Inferred,none,vendor_datasheet,https://store.3dr.com/gps-u-blox-neo-m9n-ist8308/,ok,55.0,40.0,70.0,True,,,,,,"{""accuracy"": ""1.5 m CEP"", ""concurrent_channels"": ""92"", ""constellation_support"": ""GPS;GLONASS;BeiDou;Galileo"", ""gnss_module"": ""u-blox NEO-M9N"", ""rtk_capable"": ""no""}"
HOUS-MRO-MRC0200-2026-05-09,electronics,mRo,MRC0200,CONNECTOR,854442,USA,USA,Tier 3 Inferred,none,vendor_datasheet,https://store.3dr.com/mro-6-pin-jst-gh-to-6-pin-df13-and-4-pin-df13-mrc0200/,ok,7.5,5.0,10.0,True,,,,,,"{""connector_type"": ""JST-GH 6-pin to DF13 6-pin + 4-pin"", ""pitch"": ""1.25 mm""}"
ELEC-MRO-PIXRACERPRO-2026-05-09,electronics,mRo,Pixracer Pro,FLIGHT_CONTROLLER,853710,USA,USA,Tier 3 Inferred,none,vendor_datasheet,https://docs.mrobotics.io/autopilots/pixracer-pro,ok,100.0,80.0,120.0,True,,30.0,,,,"{""barometer"": ""BMP388"", ""imu"": ""ICM-20602;BMI088"", ""processor"": ""STM32H743""}"
ELEC-MRO-PIXRACERR15-2026-05-09,electronics,mRo,Pixracer R15,FLIGHT_CONTROLLER,853710,USA,USA,Tier 3 Inferred,none,vendor_datasheet,https://docs.mrobotics.io/discontinued/pixracer-r15,ok,109.5,99.0,120.0,True,,15.0,,,,"{""barometer"": ""MS5611"", ""imu"": ""MPU-9250 + ICM-20608 dual"", ""processor"": ""STM32F427VIT6 168MHz"", ""uart_count"": ""5"", ""wifi"": ""ESP8266 built-in""}"
ELEC-MRO-X2.1777-2026-05-09,electronics,mRo,X2.1-777,FLIGHT_CONTROLLER,853710,USA,USA,Tier 2 Triangulated,none,vendor_datasheet,https://docs.mrobotics.io/discontinued/x2-1-777,ok,140.0,140.0,140.0,False,,35.0,,,,"{""barometer"": ""MS5611"", ""imu"": ""MPU-9250 + LSM303D dual"", ""processor"": ""STM32F777 216MHz + STM32F100 IO"", ""uart_count"": ""5""}"
ELEC-NOVATEL-GAJTAE3-2026-07-02,electronics,NovAtel,GAJT-AE3,ANTENNA,,CAN,CAN,Tier 3 Inferred,none,vendor_marketing,https://novatel.com/products/anti-jam-antenna-systems-gajt/gajt-ae3-anti-jam-antenna,ok,,,,,,,,,,"{""suppression_db"": 65}"
ELEC-NOVATEL-OEM719-2026-06-06,electronics,NovAtel,OEM719,RTK_GNSS,852691,CAN,CAN,Tier 2 Triangulated,,vendor_catalog_cc_ingest,https://novatel.com/products/receivers/oem-receiver-boards/oem719-receiver,bot_blocked,,,,False,,11,,,,"{""anti_jamming"": ""Interference Toolkit (ITK)"", ""channels"": 555, ""dimensions_mm"": ""46 x 71 x 11"", ""footprint_compat"": ""Pin/footprint-compatible with OEM615 (prior OEM6 generation) for legacy upgrade"", ""gnss_constellations"": [""GPS L1/L2/L5"", ""GLONASS L1/L2/L3"", ""Galileo E1/E5a/E5b/E6"", ""BeiDou B1/B2"", ""QZSS L1/L2/L5/L6"", ""SBAS""], ""interfaces"": [""3x COM (RS-232/RS-422/LVTTL)"", ""USB"", ""CAN"", ""Event lines""], ""operating_temperature_C"": ""-40 to +85"", ""position_accuracy_cm_RTK"": 1.0, ""power_consumption_W_typ"": 1.1, ""ppp_supported"": ""TerraStar (subscription)"", ""rtk_supported"": true, ""supply_voltage_V"": ""3.3"", ""update_rate_Hz_max"": 100}"
ELEC-NOVATEL-OEM729-2026-06-06,electronics,NovAtel,OEM729,RTK_GNSS,852691,CAN,CAN,Tier 2 Triangulated,,vendor_catalog_cc_ingest,https://novatel.com/products/receivers/oem-receiver-boards/oem729-receiver,bot_blocked,,,,False,,21,,,,"{""anti_jamming"": ""Interference Toolkit (ITK)"", ""channels"": 555, ""dimensions_mm"": ""60 x 100 x 11.5"", ""footprint_compat"": ""Pin/footprint-compatible with OEM628 (prior OEM6 generation)"", ""gnss_constellations"": [""GPS L1/L2/L5"", ""GLONASS L1/L2/L3"", ""Galileo E1/E5a/E5b/E6"", ""BeiDou B1/B2/B3"", ""QZSS L1/L2/L5/L6"", ""NavIC L5"", ""SBAS""], ""interfaces"": [""3x COM (RS-232/RS-422/LVTTL)"", ""USB"", ""CAN"", ""Event lines""], ""operating_temperature_C"": ""-40 to +85"", ""position_accuracy_cm_RTK"": 1.0, ""power_consumption_W_typ"": 1.6, ""ppp_supported"": ""TerraStar (subscription)"", ""rtk_supported"": true, ""supply_voltage_V"": ""3.3"", ""update_rate_Hz_max"": 100}"
ELEC-NOVATEL-OEM7700-2026-06-06,electronics,NovAtel,OEM7700,RTK_GNSS,852691,CAN,CAN,Tier 2 Triangulated,,vendor_catalog_cc_ingest,https://novatel.com/products/receivers/oem-receiver-boards/oem7700-receiver,bot_blocked,,,,False,,24,,,,"{""anti_jamming"": ""Interference Toolkit (ITK) — adaptive notch filter"", ""channels"": 555, ""dimensions_mm"": ""60 x 100 x 11.5"", ""dual_antenna_heading"": true, ""gnss_constellations"": [""GPS L1/L2/L5"", ""GLONASS L1/L2/L3"", ""Galileo E1/E5a/E5b/E6"", ""BeiDou B1/B2/B3"", ""QZSS L1/L2/L5/L6"", ""NavIC L5"", ""SBAS""], ""interfaces"": [""3x COM (RS-232/RS-422/LVTTL)"", ""USB"", ""Ethernet"", ""CAN"", ""Event lines""], ""operating_temperature_C"": ""-40 to +85"", ""position_accuracy_cm_RTK"": 1.0, ""position_accuracy_cm_RTK_basis"": ""1 cm + 1 ppm (horizontal RMS) per OEM7 product sheet"", ""power_consumption_W_typ"": 2.0, ""ppp_supported"": ""TerraStar-C PRO / TerraStar-X / TerraStar-L (subscription service)"", ""rtk_supported"": true, ""spoofing_detection"": ""Available via NovAtel firmware option"", ""supply_voltage_V"": ""3.3"", ""update_rate_Hz_max"": 100}"
ELEC-NOVATEL-PROPAK6-2026-06-06,electronics,NovAtel,ProPak6,RTK_GNSS,852691,CAN,CAN,Tier 2 Triangulated,,vendor_catalog_cc_ingest,https://novatel.com/products/receivers/enclosures/propak6-triple-frequency-gnss-receiver,bot_blocked,,,,False,,1150,,,,"{""channels"": 240, ""dimensions_mm"": ""185 x 160 x 71"", ""gnss_constellations"": [""GPS L1/L2/L5"", ""GLONASS L1/L2"", ""Galileo E1/E5a/E5b"", ""BeiDou B1/B2"", ""QZSS"", ""SBAS""], ""ingress_protection"": ""IP67"", ""interfaces"": [""4x COM"", ""2x USB"", ""Ethernet"", ""CAN"", ""Wi-Fi (option)"", ""Bluetooth (option)""], ""internal_storage"": ""16 GB onboard logging"", ""lifecycle_status"": ""Legacy / discontinued for new design (succeeded by PwrPak7)"", ""operating_temperature_C"": ""-40 to +75"", ""position_accuracy_cm_RTK"": 1.0, ""power_consumption_W_typ"": 9, ""ppp_supported"": ""TerraStar-L / TerraStar-C (subscription)"", ""rtk_supported"": true, ""supply_voltage_V"": ""9-36"", ""update_rate_Hz_max"": 100}"
ELEC-NOVATEL-PWRPAK7-2026-06-06,electronics,NovAtel,PwrPak7,RTK_GNSS,852691,CAN,CAN,Tier 2 Triangulated,,vendor_catalog_cc_ingest,https://novatel.com/products/receivers/enclosures/pwrpak7-receiver,bot_blocked,,,,False,,510,,,,"{""anti_jamming"": ""Interference Toolkit (ITK)"", ""channels"": 555, ""dimensions_mm"": ""150 x 113 x 65"", ""gnss_constellations"": [""GPS L1/L2/L5"", ""GLONASS L1/L2/L3"", ""Galileo E1/E5a/E5b/E6"", ""BeiDou B1/B2/B3"", ""QZSS L1/L2/L5/L6"", ""NavIC L5"", ""SBAS""], ""ingress_protection"": ""IP67"", ""ins_option"": ""PwrPak7-E1/E2/D variants include integrated Epson G320N IMU (PwrPak7-E1) or other Epson IMUs for SPAN tightly-coupled GNSS+INS"", ""interfaces"": [""3x COM (RS-232/RS-422)"", ""2x USB"", ""Ethernet"", ""CAN"", ""Wi-Fi"", ""Bluetooth""], ""internal_storage"": ""16 GB onboard logging"", ""operating_temperature_C"": ""-40 to +75"", ""position_accuracy_cm_RTK"": 1.0, ""power_consumption_W_typ"": 6, ""ppp_supported"": ""TerraStar-C PRO / TerraStar-X / TerraStar-L"", ""rtk_supported"": true, ""supply_voltage_V"": ""9-36"", ""update_rate_Hz_max"": 100}"
ELEC-NVIDIA-JETSONAGXORIN32GB-2026-05-09,electronics,NVIDIA,Jetson AGX Orin 32GB,COMPANION_COMPUTER,854231,CHN,USA,Tier 0 Anchor,none,vendor_marketing,https://developer.nvidia.com/embedded,ok,999.0,999.0,999.0,False,,127.0,,,,"{""ai_performance_tops"": ""200 TOPS"", ""cpu_cores"": ""8 cores"", ""cuda_cores"": ""1792 cores"", ""dla_count"": ""2"", ""emmc_storage"": ""64 GB"", ""ram"": ""32 GB""}"
ELEC-NVIDIA-JETSONAGXORIN64GB-2026-05-09,electronics,NVIDIA,Jetson AGX Orin 64GB,COMPANION_COMPUTER,854231,CHN,USA,Tier 0 Anchor,none,vendor_marketing,https://developer.nvidia.com/embedded,ok,1599.0,1599.0,1599.0,False,,127.0,,,,"{""ai_performance_tops"": ""275 TOPS"", ""cpu_cores"": ""12 cores"", ""cuda_cores"": ""2048 cores"", ""dla_count"": ""2"", ""emmc_storage"": ""64 GB"", ""ram"": ""64 GB""}"
ELEC-NVIDIA-JETSONNANO-2026-05-09,electronics,NVIDIA,Jetson Nano,COMPANION_COMPUTER,854231,CHN,USA,Tier 0 Anchor,none,vendor_marketing,https://developer.nvidia.com/embedded/lifecycle,ok,99.0,99.0,99.0,False,,20.0,,,,"{""ai_performance_tops"": ""0.5 TOPS"", ""cpu_cores"": ""4 cores"", ""cuda_cores"": ""128 cores"", ""emmc_storage"": ""16 GB"", ""ram"": ""4 GB""}"
ELEC-NVIDIA-JETSONORINNANO4GB-2026-05-09,electronics,NVIDIA,Jetson Orin Nano 4GB,COMPANION_COMPUTER,854231,,USA,Tier 0 Anchor,none,vendor_datasheet,https://developer.nvidia.com/embedded/jetson-modules,ok,199.0,199.0,199.0,False,,20.0,,,,"{""ai_performance_super_tops"": ""34 TOPS"", ""ai_performance_tops"": ""20 TOPS"", ""cpu_cores"": ""6 cores"", ""cuda_cores"": ""512 cores"", ""dla_count"": ""0"", ""ram"": ""4 GB""}"
ELEC-NVIDIA-JETSONORINNANO8GB-2026-05-09,electronics,NVIDIA,Jetson Orin Nano 8GB,COMPANION_COMPUTER,854231,,USA,Tier 0 Anchor,none,vendor_datasheet,https://developer.nvidia.com/embedded/jetson-modules,ok,299.0,299.0,299.0,False,,20.0,,,,"{""ai_performance_super_tops"": ""67 TOPS"", ""ai_performance_tops"": ""40 TOPS"", ""cpu_cores"": ""6 cores"", ""cuda_cores"": ""1024 cores"", ""dla_count"": ""1"", ""ram"": ""8 GB""}"
ELEC-NVIDIA-JETSONORINNX16GB-2026-05-09,electronics,NVIDIA,Jetson Orin NX 16GB,COMPANION_COMPUTER,854231,CHN,USA,Tier 0 Anchor,none,vendor_marketing,https://developer.nvidia.com/embedded,ok,599.0,599.0,599.0,False,,,,,,"{""ai_performance_super_tops"": ""157 TOPS"", ""ai_performance_tops"": ""100 TOPS"", ""cpu_cores"": ""8 cores"", ""cuda_cores"": ""1024 cores"", ""dla_count"": ""2"", ""ram"": ""16 GB""}"
ELEC-NVIDIA-JETSONORINNX8GB-2026-05-09,electronics,NVIDIA,Jetson Orin NX 8GB,COMPANION_COMPUTER,854231,,USA,Tier 0 Anchor,none,vendor_marketing,https://developer.nvidia.com/embedded/jetson-modules,ok,399.0,399.0,399.0,False,,,,,,"{""ai_performance_super_tops"": ""117 TOPS"", ""ai_performance_tops"": ""70 TOPS"", ""cpu_cores"": ""6 cores"", ""cuda_cores"": ""1024 cores"", ""dla_count"": ""1"", ""ram"": ""8 GB""}"
ELEC-NVIDIA-JETSONXAVIERNX-2026-05-09,electronics,NVIDIA,Jetson Xavier NX,COMPANION_COMPUTER,854231,CHN,USA,Tier 0 Anchor,framework_listed,vendor_datasheet,https://developer.nvidia.com/embedded,ok,399.0,399.0,399.0,False,,20.0,,,,"{""ai_performance_tops"": ""21 TOPS"", ""cpu_cores"": ""6 cores"", ""cuda_cores"": ""384 cores"", ""dla_count"": ""2"", ""emmc_storage"": ""16 GB"", ""ram"": ""8 GB""}"
ELEC-NXP-I.MX8MPLUS-2026-05-09,electronics,NXP,i.MX 8M Plus,COMPANION_COMPUTER,854231,,NLD,Tier 3 Inferred,none,vendor_datasheet,https://www.nxp.com/products/i.MX8MPLUS,ok,32.69,32.69,32.69,False,,,,,,"{""cpu_cores"": ""4 Cortex-A53 + M7"", ""isp_throughput"": ""375 Mpixel/s"", ""npu_performance_tops"": ""2.3 TOPS INT8"", ""package"": ""15×15 mm FCBGA"", ""process_node"": ""14 nm FinFET""}"
